model,story_id,subject1,subject2,isc,off_diag_isc
la,1,5,6,0.5335962732409272,0.43825289534012046
la,1,5,7,0.545071299569999,0.4475124057666986
la,1,5,8,0.5486094056812356,0.47687294758250076
la,1,5,9,0.4876672437967548,0.3987665807272964
la,1,5,10,0.5172538777946668,0.4545200531716702
la,1,5,11,0.4468453807676704,0.4034880541569274
la,1,5,12,0.533483183060039,0.4109051105458402
la,1,5,13,0.4722492653521543,0.40805574801596095
la,1,5,14,0.5337974287895214,0.4944975306712293
la,1,5,15,0.5843375039037885,0.5085298755647542
la,1,5,16,0.5598221578513587,0.42989708317999903
la,1,5,17,0.49716749284753897,0.40510501355684586
la,1,5,18,0.4155695437004277,0.34452538711918673
la,1,5,19,0.5369679200362615,0.4549968398096813
la,1,5,20,0.5111611998038379,0.37008985449784143
la,1,6,7,0.524247419094421,0.42869334605207804
la,1,6,8,0.4662279288212491,0.44448102517668414
la,1,6,9,0.4325141705308201,0.36001835185552433
la,1,6,10,0.4816733372306728,0.4042126746556954
la,1,6,11,0.35437208227289296,0.3245511552091179
la,1,6,12,0.4497728965182205,0.36694013246087087
la,1,6,13,0.4729621011770917,0.3644452182693734
la,1,6,14,0.5186494923996653,0.4347302727800328
la,1,6,15,0.5369694720984045,0.42191743054905406
la,1,6,16,0.50682164604283,0.38744542038183416
la,1,6,17,0.4804922222368356,0.3783134005716466
la,1,6,18,0.46804995257621695,0.32551547707164197
la,1,6,19,0.5010584547677496,0.3922376777705122
la,1,6,20,0.4492211589883273,0.3243531030289065
la,1,7,8,0.4869166717889805,0.42299214329065604
la,1,7,9,0.4636912491518054,0.38269350714326034
la,1,7,10,0.48678627637037436,0.41200913746852436
la,1,7,11,0.39013633622480315,0.3530316686170344
la,1,7,12,0.46179491600437456,0.34815048003849797
la,1,7,13,0.49839403915420327,0.39658271628832215
la,1,7,14,0.501374462749441,0.4410338786894589
la,1,7,15,0.5562600982161725,0.4595389627128593
la,1,7,16,0.4799166247002916,0.38641652581930713
la,1,7,17,0.46487055521511006,0.380477104253351
la,1,7,18,0.404156474146145,0.33314845014718614
la,1,7,19,0.5168045651014153,0.42103755381022495
la,1,7,20,0.4631172625849496,0.3416600133053098
la,1,8,9,0.39842203723999475,0.36446849383088087
la,1,8,10,0.5519243835085347,0.43437860599122485
la,1,8,11,0.47535832623088303,0.39585952697496035
la,1,8,12,0.5714062019302946,0.4554079271174946
la,1,8,13,0.3981805700519927,0.3638310103409496
la,1,8,14,0.5553663677714489,0.4838253362338981
la,1,8,15,0.5834893495632757,0.4716449029728081
la,1,8,16,0.48851872967276966,0.4382025178498786
la,1,8,17,0.45412859544962686,0.382438792956573
la,1,8,18,0.3944803416344279,0.3262615236302764
la,1,8,19,0.45803278432210703,0.4375792241489712
la,1,8,20,0.44546176857496306,0.3703397183983061
la,1,9,10,0.43149782496877426,0.36221788572039854
la,1,9,11,0.36225978810200443,0.3267729577249094
la,1,9,12,0.4056242418789503,0.3124004634398295
la,1,9,13,0.39033202447509036,0.3255184235793007
la,1,9,14,0.41375882259437613,0.3893105475461446
la,1,9,15,0.46776552915882114,0.387235054053876
la,1,9,16,0.44095239554010784,0.3558940041127998
la,1,9,17,0.42579953257386466,0.34315645950304474
la,1,9,18,0.35062181852631963,0.31829490958401035
la,1,9,19,0.4577146441582178,0.3886851802865331
la,1,9,20,0.37998852003124217,0.29033880186042954
la,1,10,11,0.40139839320769044,0.37541348027363003
la,1,10,12,0.5418391319120985,0.408230799553428
la,1,10,13,0.39850928107954625,0.3753767154579756
la,1,10,14,0.553956416300088,0.45171948492573094
la,1,10,15,0.5499299942918848,0.4205798592604656
la,1,10,16,0.4685584772403439,0.41844139402200364
la,1,10,17,0.452035764954438,0.35738560592621804
la,1,10,18,0.4423370646717232,0.32962453485474974
la,1,10,19,0.4565850422392363,0.41737191663993756
la,1,10,20,0.42750480293630233,0.3505599390144112
la,1,11,12,0.46069484348961126,0.4114903896422381
la,1,11,13,0.3376511636544693,0.31590963904120895
la,1,11,14,0.4305711774123334,0.3989407655892186
la,1,11,15,0.4513008653705763,0.38385727069895836
la,1,11,16,0.3971121538180459,0.35394680349264707
la,1,11,17,0.3660175559672857,0.34730333763065824
la,1,11,18,0.3294495638686818,0.26718141307302157
la,1,11,19,0.40901193040143224,0.3577438212550446
la,1,11,20,0.3578261946876865,0.32435717087664956
la,1,12,13,0.38554874088899216,0.3301024687502115
la,1,12,14,0.5601473079797136,0.459014717197742
la,1,12,15,0.5490221796340865,0.39611410268532554
la,1,12,16,0.5020856409996233,0.39492790793415655
la,1,12,17,0.4534143740564057,0.3339315752179936
la,1,12,18,0.3852548307490243,0.32086819996613597
la,1,12,19,0.438295689665986,0.3631271503212602
la,1,12,20,0.4921601183997248,0.3442465554688602
la,1,13,14,0.4310534087965651,0.40131646684966416
la,1,13,15,0.4748558919272555,0.40831917012498403
la,1,13,16,0.45859631256126676,0.35554348378962725
la,1,13,17,0.4292052408054804,0.32761180358463565
la,1,13,18,0.3686105389074391,0.2910774237906677
la,1,13,19,0.4725509057504549,0.3944559433285931
la,1,13,20,0.4295474598736034,0.30200427632565485
la,1,14,15,0.5585772007680242,0.4664759765557296
la,1,14,16,0.5062701536962173,0.44656505160107024
la,1,14,17,0.44758970622941263,0.39292633670366633
la,1,14,18,0.4523775592771604,0.3662999452297582
la,1,14,19,0.4853986895366124,0.4462467815790031
la,1,14,20,0.4331015633219468,0.4080584257539664
la,1,15,16,0.5351193907023599,0.40782639956070216
la,1,15,17,0.5223672759499431,0.38748576070404617
la,1,15,18,0.4502848834885319,0.33204819488858717
la,1,15,19,0.546225879546777,0.45233867503129604
la,1,15,20,0.45851021825325544,0.3696041436436866
la,1,16,17,0.512423089425661,0.36640676438447267
la,1,16,18,0.4297935865767424,0.3376845931423271
la,1,16,19,0.5048349618532764,0.41372592798757374
la,1,16,20,0.4664204927229639,0.3343908093771669
la,1,17,18,0.42157240520063183,0.32924352464775
la,1,17,19,0.4599300315319753,0.38060847113155694
la,1,17,20,0.40195223726572765,0.30661465038859737
la,1,18,19,0.42298155166269474,0.35243022077882025
la,1,18,20,0.37255829850514754,0.29036855316859195
la,1,19,20,0.4338393876401531,0.33075742700518757
la,2,1,2,0.548804032101872,0.4059484511111918
la,2,1,3,0.1740573031662397,0.1531548516374902
la,2,1,4,0.3236332711205823,0.29448332822627077
la,2,1,5,0.5901845556752898,0.4376341495223383
la,2,1,6,0.5385437472574425,0.3610873234501266
la,2,1,7,0.542829419351541,0.403710223969122
la,2,1,8,0.5882192656069376,0.45481334699334136
la,2,1,9,0.4597125843825758,0.4213826660534516
la,2,1,10,0.6456835807738573,0.4894765749403813
la,2,1,11,0.28657796906772615,0.31222814259802856
la,2,1,12,0.596268122556221,0.4386147682838523
la,2,1,13,0.45045683294876065,0.38118284585747575
la,2,1,14,0.5289163378209285,0.35736182780958514
la,2,1,15,0.6038899199316663,0.4479129492654026
la,2,1,16,0.5450269620402922,0.38526647719119594
la,2,1,17,0.5888184288758503,0.44303646743194014
la,2,1,18,0.36863915632093985,0.25079835329077077
la,2,1,19,0.5439240509184861,0.3654464980488126
la,2,1,20,0.6076882768801484,0.4711703481707029
la,2,2,3,0.1507186671734164,0.13928364188592035
la,2,2,4,0.31067602711521164,0.214214067061821
la,2,2,5,0.5388654872365677,0.41639638687024366
la,2,2,6,0.5156680281936504,0.3622124310789164
la,2,2,7,0.4767932684685544,0.3834748440485589
la,2,2,8,0.5229107709789818,0.4124516536761813
la,2,2,9,0.42864310917649434,0.4113444564462393
la,2,2,10,0.5435460985002876,0.42183259471256895
la,2,2,11,0.2617501114751737,0.281105302417522
la,2,2,12,0.5178585358764359,0.380472689889676
la,2,2,13,0.44851749792255213,0.3801094960502724
la,2,2,14,0.46093272530807256,0.33539953530914357
la,2,2,15,0.5372417520475741,0.3871236975803133
la,2,2,16,0.5458925429339685,0.372433217551844
la,2,2,17,0.5354266813499724,0.40375954456025054
la,2,2,18,0.3664168453448036,0.20625852514926274
la,2,2,19,0.48618139444354075,0.3555001263113943
la,2,2,20,0.52018010092372,0.41555757815972966
la,2,3,4,0.1709891541438742,0.2219639281592083
la,2,3,5,0.19867167377132747,0.19856225582645326
la,2,3,6,0.16166689695370534,0.13704769179270151
la,2,3,7,0.1893109182275512,0.15633045042632923
la,2,3,8,0.199696959920653,0.19428197368142822
la,2,3,9,0.1613913853037167,0.18542836406372148
la,2,3,10,0.24785740771417333,0.22244501046425927
la,2,3,11,0.07837732304864486,0.08344629426558588
la,2,3,12,0.2362310536523535,0.22450491926250443
la,2,3,13,0.14004575214518522,0.1510824491624159
la,2,3,14,0.17394808179976465,0.16616051589409686
la,2,3,15,0.19956817625846374,0.1841965044527129
la,2,3,16,0.17422387134468367,0.17079518268521704
la,2,3,17,0.1870712698668576,0.16562507488982264
la,2,3,18,0.1639703886230094,0.12953335138317487
la,2,3,19,0.17334173498321861,0.14936735199505718
la,2,3,20,0.22868001191825885,0.17266590636612925
la,2,4,5,0.30460501246984073,0.2853675787876153
la,2,4,6,0.2513176870266167,0.19819595526338096
la,2,4,7,0.3498950867787647,0.30694349044341934
la,2,4,8,0.26612842093191685,0.2234949190155805
la,2,4,9,0.2653840251900157,0.2375557767278688
la,2,4,10,0.3797241258390898,0.3124430351237342
la,2,4,11,0.18030707690752926,0.17952501216707378
la,2,4,12,0.3651257553647311,0.3016987941259926
la,2,4,13,0.2152203659521651,0.1997181421546786
la,2,4,14,0.30473660301842975,0.2467923409560014
la,2,4,15,0.3481215204407934,0.25549331029814915
la,2,4,16,0.3346423730318256,0.24562685261807518
la,2,4,17,0.29739216985417255,0.2534153497536265
la,2,4,18,0.3047745382031374,0.1984207928352619
la,2,4,19,0.2791640124418829,0.23341106715495977
la,2,4,20,0.37679694614328174,0.34254143200225073
la,2,5,6,0.5479050793963608,0.3789644432923062
la,2,5,7,0.5544718548463653,0.4170509876849574
la,2,5,8,0.6571933042437029,0.5013165294790556
la,2,5,9,0.48602640577811307,0.4534622179506972
la,2,5,10,0.6767041693689688,0.5353299358388902
la,2,5,11,0.31999766693716963,0.35961165502705444
la,2,5,12,0.617794512072792,0.47095415911993077
la,2,5,13,0.4803510421964488,0.3945166695119743
la,2,5,14,0.5143094065942255,0.38398045865710767
la,2,5,15,0.6000936120082341,0.46084521108388476
la,2,5,16,0.530967957884441,0.38207297257112693
la,2,5,17,0.5998386912431822,0.45609020832247765
la,2,5,18,0.3528873884241988,0.23740830889540002
la,2,5,19,0.5180765379448354,0.3892976835377592
la,2,5,20,0.6146402737543604,0.4838335696125546
la,2,6,7,0.4724353906250996,0.3389466137122174
la,2,6,8,0.5402719853128188,0.39196355914205455
la,2,6,9,0.39501021742026915,0.39293267518512653
la,2,6,10,0.5277877676064636,0.38235962983326155
la,2,6,11,0.24438868500494146,0.2841375866087573
la,2,6,12,0.5143690587272306,0.3471383769135238
la,2,6,13,0.4090500840227034,0.3584760096500209
la,2,6,14,0.4668905824309917,0.29852064660858874
la,2,6,15,0.5289281124606856,0.34891566617247816
la,2,6,16,0.5255077931455641,0.34373738446526997
la,2,6,17,0.5084056511553962,0.3569554303113488
la,2,6,18,0.3459377673928041,0.19191344209568462
la,2,6,19,0.5042864539179136,0.34603998530564267
la,2,6,20,0.5022149882830621,0.3819834644149609
la,2,7,8,0.5101811758827987,0.3987488356255084
la,2,7,9,0.420014643447757,0.3830072472895385
la,2,7,10,0.5720798123129405,0.4687757122844679
la,2,7,11,0.2729545541488196,0.28062035131894614
la,2,7,12,0.5520890260822073,0.42983684888186857
la,2,7,13,0.417532123631934,0.3242253718998711
la,2,7,14,0.47254847074372824,0.37476376056215016
la,2,7,15,0.5090190138786761,0.40956727594022296
la,2,7,16,0.5023251179374945,0.3666204212132194
la,2,7,17,0.5040000656679126,0.41106914390641097
la,2,7,18,0.368776231682271,0.24511959829658403
la,2,7,19,0.4966122901587625,0.3183081989033329
la,2,7,20,0.5499621572830978,0.4530093973201766
la,2,8,9,0.4540671424681913,0.46779908347885313
la,2,8,10,0.6420151733828894,0.5262411491642283
la,2,8,11,0.30121051736580506,0.3189921760668144
la,2,8,12,0.6107955000743465,0.45388546058849083
la,2,8,13,0.4782395896974202,0.40801784832880944
la,2,8,14,0.492476957904216,0.38607196630275314
la,2,8,15,0.6102617407438901,0.46681498350519673
la,2,8,16,0.5201103312709068,0.3848373027327761
la,2,8,17,0.5891802695304132,0.46702414794257496
la,2,8,18,0.33118433642483,0.2254149395659832
la,2,8,19,0.5002334892897864,0.38933972198874406
la,2,8,20,0.583634273232174,0.4612102687283147
la,2,9,10,0.48235533304159345,0.4465485284645399
la,2,9,11,0.2887384778118029,0.2564905514344597
la,2,9,12,0.40364326214904656,0.42510930717343476
la,2,9,13,0.4386236552601177,0.3799825803429255
la,2,9,14,0.3798172443201488,0.3741510970013539
la,2,9,15,0.42274940640225367,0.4536006728329802
la,2,9,16,0.41541198105497606,0.39731752030282863
la,2,9,17,0.41284488566098776,0.4385632648156388
la,2,9,18,0.27205129542949735,0.2574121661188129
la,2,9,19,0.42979208834773047,0.38439822584576916
la,2,9,20,0.43950624756166573,0.4221117491219878
la,2,10,11,0.34135640811668344,0.36442480803306027
la,2,10,12,0.6525155668851045,0.5197936957911122
la,2,10,13,0.46658853873808703,0.41056278951808106
la,2,10,14,0.5193851932171191,0.4069024272717733
la,2,10,15,0.624770127046442,0.493054251257402
la,2,10,16,0.5419366589441512,0.3868553549009054
la,2,10,17,0.5953861147808983,0.45388781426025354
la,2,10,18,0.3781096781082765,0.24533167406026332
la,2,10,19,0.5322466151101917,0.3901601085993291
la,2,10,20,0.6506492160057273,0.5275331237247941
la,2,11,12,0.32909537081891227,0.33286377340134676
la,2,11,13,0.19876521843372846,0.2094212850914106
la,2,11,14,0.22937470638506757,0.25043882939206397
la,2,11,15,0.2895341494866967,0.3107994274803857
la,2,11,16,0.25418835095918646,0.26464491643108196
la,2,11,17,0.29050746650507997,0.32251730264349765
la,2,11,18,0.1677060403099587,0.20507497343229378
la,2,11,19,0.2569573398664872,0.27427529068574014
la,2,11,20,0.281777707140484,0.29796157884203983
la,2,12,13,0.420387144990133,0.3700694297460334
la,2,12,14,0.5219447432089381,0.36693444247333434
la,2,12,15,0.6204487801160289,0.43205377087955316
la,2,12,16,0.5293279616196384,0.37372590319601245
la,2,12,17,0.583615704190439,0.4552436507116474
la,2,12,18,0.34564874881545177,0.25342969017979294
la,2,12,19,0.46849065060806044,0.35235877566460727
la,2,12,20,0.6337132901040204,0.4884046053177987
la,2,13,14,0.38998410534371675,0.3555041666407793
la,2,13,15,0.4447429331279267,0.4022613903277932
la,2,13,16,0.4211747437729994,0.36111632369885444
la,2,13,17,0.45336468073617964,0.40773878377437456
la,2,13,18,0.2751989444045417,0.2124786462707788
la,2,13,19,0.39091193050611495,0.33155474389128653
la,2,13,20,0.4655697968920717,0.425906132523239
la,2,14,15,0.5224692473075622,0.3650918550924395
la,2,14,16,0.49196665720194793,0.346979633964346
la,2,14,17,0.5370897948349659,0.3859413657480402
la,2,14,18,0.31401721043611475,0.22698787225744804
la,2,14,19,0.4521344931930837,0.3174848639284606
la,2,14,20,0.520928379186235,0.39581783579596264
la,2,15,16,0.5203314959158495,0.3663695149159289
la,2,15,17,0.5950055632244011,0.42483539912714036
la,2,15,18,0.34688134230669054,0.21743178308710245
la,2,15,19,0.5046268243426072,0.3760820989386391
la,2,15,20,0.6092578143144888,0.4829105164953955
la,2,16,17,0.5465726743470654,0.37744189130375594
la,2,16,18,0.39919592884450333,0.22914209632499621
la,2,16,19,0.49200351226941996,0.3433704680495921
la,2,16,20,0.5281820153491528,0.40933801175413365
la,2,17,18,0.3575620467434349,0.2270840316808191
la,2,17,19,0.4962410483147991,0.36496629530338043
la,2,17,20,0.5881975231909233,0.4450730870194437
la,2,18,19,0.33866695871718416,0.20149135321068148
la,2,18,20,0.34892286571918707,0.27541802654783243
la,2,19,20,0.48228597200599865,0.35711870124205064
la,3,1,2,0.40674125320317667,0.31607000383046896
la,3,1,3,0.2332182980471465,0.21252680387718473
la,3,1,4,0.33377215505513586,0.314267651288054
la,3,1,5,0.47872934122817656,0.37031320258486466
la,3,1,6,0.46888466868601153,0.3392390072776703
la,3,1,7,0.3931869358548259,0.2862868606453632
la,3,1,8,0.49702017241955915,0.41497722121122405
la,3,1,9,0.4737688344295946,0.3631343144900469
la,3,1,10,0.5409412909403404,0.4543678293081476
la,3,1,11,0.23247727063419646,0.25923863638967476
la,3,1,12,0.4808143948141023,0.3902988248431006
la,3,1,13,0.4018850349376336,0.3144137207531328
la,3,1,14,0.4501566356471438,0.3611613435177457
la,3,1,15,0.425637001200538,0.3521982599173977
la,3,1,16,0.4949530607471924,0.39971449727564345
la,3,1,17,0.14896413762731153,0.13484687677502766
la,3,1,18,0.4450041399757613,0.3578649149544798
la,3,1,19,0.5503668862285073,0.45691323448378934
la,3,1,20,0.5326622955063265,0.4529278056157396
la,3,2,3,0.18430429752094704,0.1836766963404045
la,3,2,4,0.2266177568426244,0.22740349151242198
la,3,2,5,0.516648939998332,0.34409081421204335
la,3,2,6,0.48643426696166514,0.2991746413437805
la,3,2,7,0.4073343122933799,0.3382316930081408
la,3,2,8,0.4881214065604211,0.41207987902236903
la,3,2,9,0.5022052060206365,0.38157060009908533
la,3,2,10,0.45928132683918776,0.390658184664358
la,3,2,11,0.2105748391892629,0.22222238773645245
la,3,2,12,0.3919810681447267,0.2909852385578093
la,3,2,13,0.407146274955061,0.30760940385923535
la,3,2,14,0.3464872055497737,0.2968430437664957
la,3,2,15,0.4022078492989726,0.32977107115185406
la,3,2,16,0.40166025616562356,0.311999099304028
la,3,2,17,0.09126928992432008,0.09763244122450015
la,3,2,18,0.4039809331494346,0.27972662030715534
la,3,2,19,0.44988174879566817,0.3485969761685987
la,3,2,20,0.45722892171280116,0.37552329919829336
la,3,3,4,0.31053273977677015,0.26199574546371723
la,3,3,5,0.19254352669393998,0.18713927551086323
la,3,3,6,0.1745880223568283,0.17051991654115328
la,3,3,7,0.12392931717981136,0.13051117195583914
la,3,3,8,0.1639228040001681,0.16872115752240668
la,3,3,9,0.14766679230347768,0.14620391199998742
la,3,3,10,0.21534890262902792,0.2440094971569506
la,3,3,11,0.144171851515712,0.16077338856264134
la,3,3,12,0.23106796566721638,0.25040141923959275
la,3,3,13,0.10516393290147655,0.10804248233445644
la,3,3,14,0.18518545094398908,0.18391407742770718
la,3,3,15,0.14439382835592462,0.1926690401515202
la,3,3,16,0.20879738710402618,0.20172335065894323
la,3,3,17,0.30959035566778065,0.2691478519069107
la,3,3,18,0.22507834033892835,0.23490340647377422
la,3,3,19,0.23028938002388374,0.23467487973426973
la,3,3,20,0.1707958230992611,0.17986524219694414
la,3,4,5,0.2243467762890594,0.21272915105647072
la,3,4,6,0.24886803376748587,0.25485084805871233
la,3,4,7,0.21632219608150124,0.22086789292626408
la,3,4,8,0.25496613046159555,0.25445855036386994
la,3,4,9,0.23572076470901676,0.23442573180585105
la,3,4,10,0.2936147727162894,0.3145844939033655
la,3,4,11,0.1592376110281557,0.13893332124258015
la,3,4,12,0.30030405546779115,0.30130226505831015
la,3,4,13,0.2917867717648302,0.24634120643821422
la,3,4,14,0.30187833807562925,0.2918752036189552
la,3,4,15,0.22095678190797685,0.2590898274138027
la,3,4,16,0.3021712078442707,0.2939821716101389
la,3,4,17,0.2896893815629344,0.22415685583778988
la,3,4,18,0.29079579745096024,0.28073589007109473
la,3,4,19,0.3312046764858606,0.3297549019950282
la,3,4,20,0.30815639043412296,0.3131084656587689
la,3,5,6,0.4905191417150139,0.33135732864291995
la,3,5,7,0.4728504779850878,0.39841305831987417
la,3,5,8,0.599927835212775,0.5183142476749638
la,3,5,9,0.5611064379420181,0.4297287293460663
la,3,5,10,0.5918815645339348,0.5243269705582736
la,3,5,11,0.26016327731137207,0.28246654667067156
la,3,5,12,0.535155778734059,0.4269152033566858
la,3,5,13,0.42296488197548815,0.3366848483669891
la,3,5,14,0.43554253434970436,0.3589528986475024
la,3,5,15,0.49658423460269685,0.413328763784039
la,3,5,16,0.5114802263254118,0.4253417305101301
la,3,5,17,0.08316738644582528,0.08658364258467136
la,3,5,18,0.43592527858444236,0.3273400828218438
la,3,5,19,0.5834144003349996,0.49212072231062415
la,3,5,20,0.593851412878954,0.4918899783009375
la,3,6,7,0.4573291262398326,0.33105946041909257
la,3,6,8,0.5320917245489247,0.40999576049407194
la,3,6,9,0.47752503327386275,0.3469375558212155
la,3,6,10,0.5533193096808638,0.4209420796014725
la,3,6,11,0.21568919182914517,0.2686097510034664
la,3,6,12,0.48274543356064004,0.3144015331385719
la,3,6,13,0.3934415532432355,0.31396911814984807
la,3,6,14,0.4318397128377128,0.31858477525935414
la,3,6,15,0.4268242160651145,0.2877103661375749
la,3,6,16,0.42556105137689126,0.3414597581574259
la,3,6,17,0.12039417348400036,0.11253862031965244
la,3,6,18,0.4631860994024452,0.29922248102564203
la,3,6,19,0.519030151173385,0.36739345357381475
la,3,6,20,0.48595843186573934,0.37290053389027883
la,3,7,8,0.5732893633231445,0.46227255364261854
la,3,7,9,0.5393675621402563,0.4266310358061151
la,3,7,10,0.5698242419429638,0.43023256280114874
la,3,7,11,0.2389156994396975,0.24475376073739097
la,3,7,12,0.544477049892013,0.4056465255777821
la,3,7,13,0.43028881148127657,0.3437131689366148
la,3,7,14,0.40021967053340124,0.29246113159627934
la,3,7,15,0.5791951947898661,0.4262023352899362
la,3,7,16,0.44898163342716046,0.35814719241979837
la,3,7,17,0.06490780579495393,0.08343125254759823
la,3,7,18,0.41275154918659457,0.3030692563880101
la,3,7,19,0.4973895839106409,0.3849713179935358
la,3,7,20,0.520427822706249,0.3978987361637103
la,3,8,9,0.6157380314093355,0.5195447893074997
la,3,8,10,0.6861187534598785,0.5609795283250212
la,3,8,11,0.27313058865907025,0.2918889262137968
la,3,8,12,0.5800439045581638,0.4459394516605138
la,3,8,13,0.5057752875344131,0.4182183935626388
la,3,8,14,0.49780096531855567,0.3961239366607978
la,3,8,15,0.5694176244346416,0.463848649422458
la,3,8,16,0.5669589988757281,0.45924587098133685
la,3,8,17,0.07117823644854494,0.1008599917429601
la,3,8,18,0.4503224197181442,0.3385060028969549
la,3,8,19,0.6252733527606932,0.5163576201640048
la,3,8,20,0.6365445976603542,0.5292974233936412
la,3,9,10,0.5728532524426535,0.47847355490465726
la,3,9,11,0.24567303111436326,0.26856684694764055
la,3,9,12,0.4938444695811966,0.3697695211733639
la,3,9,13,0.4659385455063061,0.4058510772190179
la,3,9,14,0.43495229770309807,0.3541807600052654
la,3,9,15,0.5050261652046566,0.3819962909253609
la,3,9,16,0.4555768628140813,0.38531204648355977
la,3,9,17,0.10539114951758435,0.06514075734877237
la,3,9,18,0.4275901198639567,0.31655565424204574
la,3,9,19,0.5399823634446475,0.43760393792180335
la,3,9,20,0.5589974684238466,0.4513302342759569
la,3,10,11,0.2714133569752944,0.2873959249315259
la,3,10,12,0.7190999952241592,0.483483372305239
la,3,10,13,0.4748755833838112,0.4029662105329636
la,3,10,14,0.5505025650123172,0.4442729332436191
la,3,10,15,0.6339689855270852,0.42316226560178166
la,3,10,16,0.6045907515158712,0.5002963780538304
la,3,10,17,0.12553112747356812,0.14056338227401077
la,3,10,18,0.5532916999502312,0.40650230066604576
la,3,10,19,0.7242103339356317,0.5673330210089055
la,3,10,20,0.6712526403715472,0.561784403968065
la,3,11,12,0.26129953510535275,0.26936332724205214
la,3,11,13,0.1919991664966824,0.21208607073356803
la,3,11,14,0.2262920341077913,0.2389232908913098
la,3,11,15,0.2638881041339499,0.26377735377398115
la,3,11,16,0.23835425939984103,0.25067969378427163
la,3,11,17,0.09674342810067917,0.10154979683961224
la,3,11,18,0.22455468602862305,0.25767183535264193
la,3,11,19,0.2877347716634513,0.25600486940783007
la,3,11,20,0.2638295189644987,0.2580087288255337
la,3,12,13,0.3825639164860987,0.30099138976103795
la,3,12,14,0.5037869435117271,0.36788648902940835
la,3,12,15,0.6491910614615646,0.4757673476713447
la,3,12,16,0.5777859521802973,0.44810574011552695
la,3,12,17,0.1458861828746364,0.14358871672016357
